Date,Title,URL
2018-12-21,Customers and employees of Jyoti Bikas Bank to enjoy special discount at 18 different hotels and restaurants under Siddhartha Business Group of Hospitality,https://www.sharesansar.com/newsdetail/customers-and-employees-of-jyoti-bikas-bank-to-enjoy-special-discount-at-18-different-hotels-and-restaurants-under-siddhartha-business-group-of-hospitality
2018-12-17,Jyoti Bikas Bank to facilitate affordable treatment for its customers and employees at Sanepa based Star Hospital,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-to-facilitate-affordable-treatment-for-its-customers-and-employees-at-sanepa-based-star-hospital
2018-12-14,Customers and employees of Jyoti Bikas Bank to receive attractive discount at Om Hospital and Research Center,https://www.sharesansar.com/newsdetail/customers-and-employees-of-jyoti-bikas-bank-to-receive-attractive-discount-at-om-hospital-and-research-center
2018-12-12,Jyoti Bikas Bank expands rapidly; adds one more branch at Aanbukhaireni of Tanahun,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-expands-rapidly-adds-one-more-branch-at-aanbukhaireni-of-tanahun
2018-12-11,Jyoti Bikas Bank  at beautiful hill station of Ghandruk; continues to grow bigger in branch size,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-at-beautiful-hill-station-of-ghandruk-continues-to-grow-bigger-in-branch-size
2018-12-10,Jyoti Bikas Bank reaches out to Waling and Tansen folks with new branches,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-reaches-out-to-waling-and-tansen-folks-with-new-branches
2018-12-09,Jyoti Bikash Bank at Kapurkot of Salyan; commits to expand its network with 20 branches and 27 ATM outlets,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-at-kapurkot-of-salyan-commits-to-expand-its-network-with-20-branches-and-27-atm-outlets
2018-12-05,Jyoti Bikas Bank on track to open 10 branches within the current fiscal year; adds two more branches at Kailali and Kanchanpur on a single day,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-on-track-to-open-10-branches-within-the-current-fiscal-year-adds-two-more-branches-at-kailali-and-kanchanpur-on-a-single-day
2018-12-04,"Jyoti Bikas Bank unveils four new facilities on a single day; expands banking access at Bhairahawa, Padsari, Amuwa and Jitpur of Rupandehi and Kapilvastu",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-unveils-four-new-facilities-on-a-single-day-expands-banking-access-at-bhairahawa-padsari-amuwa-and-jitpur-of-rupandehi-and-kapilvastu
2018-12-03,Jyoti Bikas Bank operates new branch at Kawasoti of Nawalpur; 90 branches and 49 ATM outlets will jointly boost bank’s network  within fiscal year end,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-operates-new-branch-at-kawasoti-of-nawalpur-90-branches-and-49-atm-outlets-will-jointly-boost-banks-network-within-fiscal-year-end
2018-11-18,National development banks touch the mark of 2 kharba in deposit and loan portfolio; Muktinath Bikas Bank leads in six out of ten indicators,https://www.sharesansar.com/newsdetail/national-development-banks-touch-the-mark-of-2-kharba-in-deposit-and-loan-portfolio-muktinath-bikas-bank-leads-in-six-out-of-ten-indicators
2018-11-14,LIC Nepal joins hands with Jyoti Bikas Bank under bancassurance deal,https://www.sharesansar.com/newsdetail/lic-nepal-joins-hands-with-jyoti-bikas-bank-under-bancassurance-deal
2018-11-01,Lumbini Bikas Bank reports tremendous rise in net profit in Q1 report; Jyoti Bikas Bank’s annualized EPS reaches Rs 9.78,https://www.sharesansar.com/newsdetail/lumbini-bikas-bank-reports-tremendous-rise-in-net-profit-in-q1-report-jyoti-bikas-banks-annualized-eps-reaches-rs-978
2018-10-21,Jyoti Bikas Bank convenes 11th AGM; to issue 8.40 % cash dividend and acquire Hamro Bikas Bank,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-convenes-11th-agm-to-issue-840-cash-dividend-and-acquire-hamro-bikas-bank
2018-09-30,Last day to hold the shares of Jyoti Bikas Bank for its 11th AGM; Shareholders to receive 8.40% cash dividend,https://www.sharesansar.com/newsdetail/last-day-to-hold-the-shares-of-jyoti-bikas-bank-for-its-11th-agm-shareholders-to-receive-840-cash-dividend
2018-09-25,Jyoti Bikas Bank announces AGM with 8.50% cash dividend on Ashoj 29; Book closure from Ashoj 15,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-announces-agm-with-850-cash-dividend-on-ashoj-29-book-closure-from-ashoj-15
2018-09-09,Jyoti Bikas Bank endorses 8.40% cash dividend; Approval from AGM and NRB pending,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-endorses-840-cash-dividend-approval-from-agm-and-nrb-pending
2018-09-09,Narayangad of Chitwan under Jyoti Bikash Bank’s network,https://www.sharesansar.com/newsdetail/narayangad-of-chitwan-under-jyoti-bikash-banks-network
2018-09-06,Jyoti Bikas Bank at Janakpur and Golbazar; branch network expanding rapidly to make it 90 in near future,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-at-janakpur-and-golbazar-branch-network-expanding-rapidly-to-make-it-90-in-near-future
2018-09-04,Kailash Bikas Bank agrees to partner with Jyoti Bikas Bank; remittance through Jyoti Remit now receivable via 60 Jyoti branches and 65 Kailash branches,https://www.sharesansar.com/newsdetail/kailash-bikas-bank-agrees-to-partner-with-jyoti-bikas-bank-remittance-through-jyoti-remit-now-receivable-via-60-jyoti-branches-and-65-kailash-branches
2018-09-04,Jyoti Bikas Bank receives expert hands as Deputy GM and Assistant GM from 2 blue chip commercial banks,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-receives-expert-hands-as-deputy-gm-and-assistant-gm-from-2-blue-chip-commercial-banks
2018-08-30,Jyoti Bikas Bank receives go ahead from Nepal Rastra Bank to acquire Hamro Bikas Bank,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-receives-go-ahead-from-nepal-rastra-bank-to-acquire-hamro-bikas-bank
2018-08-20,2 development banks to join hands for Jyoti Remit service; Deva to support Jyoti in the business,https://www.sharesansar.com/newsdetail/2-development-banks-to-join-hands-for-jyoti-remit-service-deva-to-support-jyoti-in-the-business
2018-08-19,Jyoti Bikas Bank to provide 8% interest p.a. under its new Jyoti Shramjibi Saving Account scheme,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-to-provide-8-interest-pa-under-its-new-jyoti-shramjibi-saving-account-scheme
2018-08-15,Jyoti Bikas Bank another institution to join network of connect IPS e-Payment System,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-another-institution-to-join-network-of-connect-ips-e-payment-system
2018-08-15,Survival of the fittest in banking and remittance business; now Banks agreeing to use each others’ branch network to survive  in the business,https://www.sharesansar.com/newsdetail/survival-of-the-fittest-in-banking-and-remittance-business-now-banks-agreeing-to-use-each-others-branch-network-to-survive-in-the-business
2018-08-06,Jyoti Bikas Bank at Birtamod of Jhapa,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-at-birtamod-of-jhapa
2018-07-31,National level development banks far cheaper than expected; Grab your shares looking at the year-end comparative analysis; Muktinath Bikas Bank makes it to the top,https://www.sharesansar.com/newsdetail/national-level-development-banks-far-cheaper-than-expected-grab-your-shares-looking-at-the-year-end-comparative-analysis-muktinath-bikas-bank-makes-it-to-the-top
2018-07-31,Which development bank ran ahead in the fourth quarter; See the major highlights of 6 national level development banks,https://www.sharesansar.com/newsdetail/which-development-bank-ran-ahead-in-the-fourth-quarter-see-the-major-highlights-of-6-national-level-development-banks
2018-07-26,Jyoti Bikas Bank celebrates 10th anniversary with range of CSR activities,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-celebrates-10th-anniversary-with-range-of-csr-activities
2018-07-16,Jyoti Bikas Bank signs MoU with Hamro Bikas Bank for the acquisition of later,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-signs-mou-with-hamro-bikas-bank-for-the-acquisition-of-later
2018-07-10,Jyoti Bikas Bank expands through 57th branch at Khorsane of Morang,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-expands-through-57th-branch-at-khorsane-of-morang
2018-06-28,Jyoti Bikas Bank adds 57th branch at Parsa of Chitwan,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-adds-57th-branch-at-parsa-of-chitwan
2018-06-25,Jebils Finance price falls to Rs 100 while 40% right issue began from yesterday; See the list of other companies trading below Rs 150,https://www.sharesansar.com/newsdetail/jebils-finance-price-falls-to-rs-100-while-40-right-issue-began-from-yesterday-see-the-list-of-other-companies-trading-below-rs-150
2018-06-24,Jyoti Bikas Bank adds 18th ATM outlet at Saatghumti of Thamel,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-adds-18th-atm-outlet-at-saatghumti-of-thamel
2018-06-15,Jyoti Bikas Bank and Lumbini Bikas Bank agrees to cooperate in remittance services,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-and-lumbini-bikas-bank-agrees-to-cooperate-in-remittance-services
2018-05-21,Jyoti Bikas Bank conducts interaction program to evaluate market of foreign currency exchange,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-conducts-interaction-program-to-evaluate-market-of-foreign-currency-exchange
2018-05-20,Jyoti Bikas Bank adds new extension counter at Jana Secondary School of Birendranagar,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-adds-new-extension-counter-at-jana-secondary-school-of-birendranagar
2018-05-06,Major indicators of National Level Development Banks in one page; Muktinath Bikas Bank leading in 5 indicators,https://www.sharesansar.com/newsdetail/major-indicators-of-national-level-development-banks-in-one-page-muktinath-bikas-bank-leading-in-5-indicators
2018-04-26,Manoj Kumar Gyawali appointed as the new CEO of Jyoti Bikas Bank,https://www.sharesansar.com/newsdetail/manoj-kumar-gyawali-appointed-as-the-new-ceo-of-jyoti-bikas-bank
2018-04-23,Jyoti Bikas Bank’s profit rises by 13.67% in the third quarter; Quarterly report shows EPS at Rs 11.43,https://www.sharesansar.com/newsdetail/jyoti-bikas-banks-profit-rises-by-1367-in-the-third-quarter-quarterly-report-shows-eps-at-rs-1143
2018-04-20,Jyoti Bikas Bank and Union Life Insurance under Bancassurance deal; 50 banking wings to facilitate life insurance policies,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-and-union-life-insurance-under-bancassurance-deal-50-banking-wings-to-facilitate-life-insurance-policies
2018-04-08,Jyoti Bikas Bank to provide 8.75% interest in Jyoti Bumper Saving Account,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-to-provide-8-75-interest-in-jyoti-bumper-saving-account
2018-04-04,Jyoti Bikas Bank and Guras Life Insurance under Bancassurance deal; 24 banking wings to facilitate life insurance policies,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-and-guras-life-insurance-under-bancassurance-deal-24-banking-wings-to-facilitate-life-insurance-policies
2018-04-03,NEPSE lists 2.37 crore unit bonus shares; Shareholders can begin trading with the shares in the market,https://www.sharesansar.com/newsdetail/nepse-lists-2-37-crore-unit-bonus-shares-shareholders-can-begin-trading-with-the-shares-in-the-market
2018-04-03,NEPSE lists 2.37 crore unit bonus shares; Bonus shares of Nepal Bangladesh Bank and Citizen Bank along with 3 other companies listed,https://www.sharesansar.com/newsdetail/nepse-lists-237-crore-unit-bonus-shares-bonus-shares-of-nepal-bangladesh-bank-and-citizen-bank-along-with-3-other-companies-listed
2018-03-27,Know the paid up capital of development banks working area-wise! Have the Development Banks met their minimum capital requirement yet? Which banks have the highest capital?,https://www.sharesansar.com/newsdetail/know-the-paid-up-capital-of-development-banks-working-area-wise-have-the-development-banks-met-their-minimum-capital-requirement-yet-which-banks-have-the-highest-capital
2018-02-23,"Civil Bank, Jyoti Bikas Bank & Guheshwori Finance urges investors to get CRN number",https://www.sharesansar.com/newsdetail/civil-bank-jyoti-bikas-bank-guheshwori-finance-urges-investors-to-get-crn-number
2018-02-20,Make your investment portfolio better: See the full picture of national level development banks; Kailas Bikas Bank leads in terms of net profit while Mahalaxmi Bikas Bank leads among four major indicators,https://www.sharesansar.com/newsdetail/make-your-investment-portfolio-better-see-the-full-picture-of-national-level-development-banks-kailas-bikas-bank-leads-in-terms-of-net-profit-while-mahalaxmi-bikas-bank-leads-among-four-major-indica
2018-02-01,Jyoti Bikas Bank opens new branch at Thamel of Kathmandu,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-opens-new-branch-at-thamel-of-kathmandu
2018-01-31,Jyoti Bikas Bank extends branch at Damak,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-extends-branch-at-damak
2018-01-29,"Jyoti Bikas Bank, Mahalaxmi Bikas Bank and Shangrila Development Bank report profit increment of 5.22%, 42.57% and 23.53%; Tourism Development Bank’s profit decline by 22.83%",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-mahalaxmi-bikas-bank-and-shangrila-development-bank-report-profit-increment-of-5-22-42-57-and-23-53-tourism-development-banks-profit-decline-by-22-83
2018-01-28,Jyoti Bikas Bank replaces SCT Cards with Visa Debit Cards; customers to get Visa Cards free of cost,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-replaces-sct-cards-with-visa-debit-cards-customers-to-get-visa-cards-free-of-cost
2018-01-16,"Jyoti Bikas Bank conducts its 10th AGM, Endorses 10% bonus shares",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-conducts-its-10th-agm-endorses-10-bonus-shares
2018-01-14,See 9 companies including Nepal Doorsanchar Company convening AGM today,https://www.sharesansar.com/newsdetail/see-9-companies-including-nepal-doorsanchar-company-convening-agm-today
2017-12-28,Last day to secure 15% right share of Pokhara Finance & dividend of 6 other companies,https://www.sharesansar.com/newsdetail/last-day-to-secure-15-right-share-of-pokhara-finance-dividend-of-6-other-companies
2017-12-22,Jyoti Bikas Bank 10th AGM on Poush 30; to endorse 10% bonus share,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-10th-agm-on-poush-30-to-endorse-10-bonus-share
2017-12-11,Jyoti Bikas Bank proposes 10% bonus shares; Raptibheri Bikas Bank shareholders to get 6% bonus,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-proposes-10-bonus-shares-raptibheri-bikas-bank-shareholders-to-get-6-bonus
2017-12-03,Jyoti Bikas Bank extends branch in Maurighat,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-extends-branch-in-maurighat
2017-11-30,Jyoti Bikas Bank opens new branch in Myagde VDC of Tanahu district,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-opens-new-branch-in-myagde-vdc-of-tanahu-district
2017-11-24,NEPSE lists 1.27 crore units bonus shares of 3 companies; Jyoti Bikas Bank lists 15.70 lakh units shares of Raptibheri Bikas Bank,https://www.sharesansar.com/newsdetail/nepse-lists-1-27-crore-units-bonus-share-of-3-companies-jyoti-bikas-bank-lists-15-70-lakh-units-shares-of-raptibheri-bikas-bank
2017-11-22,Jyoti Bikas Bank opens new branch in Dhangadi,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-opens-new-branch-in-dhangadi
2017-11-20,Jyoti Bikas Bank inaugurates new branch in Nepaltar,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-inaugurates-new-branch-in-nepaltar
2017-11-19,Jyoti Bikas Bank opens new branch in Ramgopalpur,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-opens-new-branch-in-ramgopalpur
2017-11-15,Jyoti Bikas Bank opens two new branches in Makwanpur district,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-opens-two-new-branches-in-makwanpur-district
2017-11-06,"Meager profit growth of Jyoti Bikas Bank by 3.86% in Q1; Decline in profit of Shangri-La,NIDC & Lumbini Bikas Bank by 7.38%, 8.56% & 51.68% respectively",https://www.sharesansar.com/newsdetail/meager-profit-growth-of-jyoti-bikas-bank-by-3-86-in-q1-decline-in-profit-of-shangri-lanidc-lumbini-bikas-bank-by-7-38-8-56-51-68-respectively
2017-10-26,Jyoti Bikas Bank starts joint transaction after successful acquisition of Raptibheri Bikas Bank,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-starts-joint-transaction-after-successful-acquisition-of-raptibheri-bikas-bank
2017-10-18,Jyoti Bikas Bank to start joint transaction after acquisition of Raptibheri Bikas Bank from Kartik 8,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-to-start-joint-transaction-after-acquisition-of-raptibheri-bikas-bank-from-kartik-8
2017-08-22,Jyoti Bikas Bank SGM endorsed acquisition of Raptibheri Bikas Bank at 1:1 swap ratio,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-sgm-endorsed-acquisition-of-raptibheri-bikas-bank-at-11-swap-ratio
2017-08-21,SGM of Jyoti Bikas Bank today; to endorse acquisition of Raptibheri Bikas Bank in share swap of 1:1,https://www.sharesansar.com/newsdetail/sgm-of-jyoti-bikas-bank-today-to-endorse-acquisition-of-raptibheri-bikas-bank-in-share-swap-of-11-3
2017-08-20,NEPSE lists 2.07 crore units right shares of Nepal SBI & 2 other companies,https://www.sharesansar.com/newsdetail/nepse-lists-2-07-crore-units-right-shares-of-nepal-sbi-2-other-companies
2017-08-09,Cutoff Price for 7.70 lakh units promoter shares of Jyoti Bikas Bank stand at Rs 100.025,https://www.sharesansar.com/newsdetail/cutoff-price-for-7-70-lakh-units-promotes-shares-of-jyoti-bikas-bank-stand-at-rs-100-025
2017-08-07,Last day to bid for 7.70 lakh units auctioned promoter shares of Jyoti Bikas Bank at Rs 100 & above,https://www.sharesansar.com/newsdetail/last-day-to-bid-for-7-70-lakh-units-auctioned-promoter-shares-of-jyoti-bikas-bank-at-rs-100-above
2017-08-06,SGM of Jyoti Bikas Bank today; to endorse acquisition of Raptibheri Bikas Bank in share swap of 1:1,https://www.sharesansar.com/newsdetail/sgm-of-jyoti-bikas-bank-today-to-endorse-acquisition-of-raptibheri-bikas-bank-in-share-swap-of-11
2017-08-03,Jyoti Bikas Bank reserves hikes by whooping 266.64 %; Raptibheri Bikas Bank’s profit dwindles by 8.80%,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-reserves-hikes-by-whooping-266-64-raptibheri-bikas-banks-profit-dwindles-by-8-80
2017-07-31,Jyoti Bikas Bank’s SGM on Shrawan 29; to endorse acquisition of Raptibheri Bikas Bank in share swap of 1:1,https://www.sharesansar.com/newsdetail/jyoti-bikas-banks-sgm-on-shrawan-29-to-endorse-acquisition-of-raptibheri-bikas-bank-in-share-swap-of-11
2017-07-31,Jyoti Bikas Bank re-auctioning 7.70 lakh units unclaimed promoter shares from today at Rs 100 & above,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-re-auctioning-7-70-lakh-units-unclaimed-promoter-shares-from-today-at-rs-100-above
2017-07-13,Cutoff Price for 5.65 lakh units ordinary shares of Jyoti Bikas Bank stood at Rs 182.1,https://www.sharesansar.com/newsdetail/preliminary-cutoff-price-for-5-65-lakh-units-ordinary-shares-of-jyoti-bikas-bank-stand-at-rs-182
2017-07-12,Last day to bid for 33.77 lakh units auctioned shares of Jyoti Bikas Bank; LTP stood at Rs 204,https://www.sharesansar.com/newsdetail/last-day-to-bid-for-33-77-lakh-units-auctioned-shares-of-jyoti-bikas-bank-ltp-stood-at-rs-204
2017-07-05,Jyoti Bikas Bank auctioning 33.77 lakh units unclaimed right shares from today; LTP stood at Rs 202,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-auctioning-33-77-lakh-units-unclaimed-right-shares-from-today-ltp-stood-at-rs-202
2017-07-04,"RSDC Laghubitta, Prabhu Insurance, Jyoti Bikas Bank & 3 other companies list 1.96 crore units bonus & right shares in NEPSE",https://www.sharesansar.com/newsdetail/rsdc-laghubitta-prabhu-insurance-jyoti-bikas-bank-3-other-companies-list-1-96-crore-units-bonus-right-shares-in-nepse
2017-06-29,Jyoti Bikas Bank to auction 33.77 lakh units unclaimed right shares from Asadh 28; 42% promoter shares unsubscribed,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-to-auction-33-77-lakh-units-unclaimed-right-shares-from-asadh-28-42-promoter-shares-unsubscribed
2017-06-14,"Hurry! Last day to apply for right shares of First Microfinance, Siddhartha Insurance & Jyoti Bikas Bank",https://www.sharesansar.com/newsdetail/hurry-last-day-to-apply-for-right-shares-of-first-microfinance-siddhartha-insurance-jyoti-bikas-bank
2017-05-11,"Jyoti Bikas Bank Limited issuing 1,10,43,171 units (100%) right shares from today; offer ends on Jestha 31",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-issuing-11043171-units-100-right-shares-from-today-offer-ends-on-jestha-31
2017-05-02,Jyoti Bikas Bank's profit rises by whopping 134% in Q3 with improvement in bad loans; Raptibheri also up to Rs 1.08 crore,https://www.sharesansar.com/newsdetail/jyoti-bikas-banks-profit-rises-by-whopping-134-in-q3-with-improvement-in-bad-loans-raptibheri-also-up-to-rs-1-08-crore
2017-05-01,Jyoti Bikas Bank--s profit rises by whopping 134% in Q3 with improvement in bad loans; Raptibheri also up to Rs 1.08 crore,https://www.sharesansar.com/newsdetail/jyoti-bikas-banks-profit-rises-by-whopping-134-in-q3-with-improvement-in-bad-loans-raptibheri-also-up-to-rs-1-08-crore
2017-04-26,Last day to secure 100% right share of Jyoti Bikas Bank; Book Closure tomorrow,https://www.sharesansar.com/newsdetail/last-day-to-secure-100-right-share-of-jyoti-bikas-bank-book-closure-tomorrow
2017-04-23,Jyoti Bikas Bank issuing 100% right shares from Baisakh 28; Book closure on Baisakh 14,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-issuing-100-right-shares-from-baisakh-28-book-closure-on-baisakh-14
2017-04-20,Book closure for 100% right share of Jyoti Bikas Bank on Baisakh 14; Only 5 trading days left,https://www.sharesansar.com/newsdetail/book-closure-for-100-right-share-of-jyoti-bikas-bank-on-baisakh-14-only-5-trading-days-left
2017-04-18,SEBON approves 100% right share of Jyoti & 35% right share of Sahayogi Vikas Bank,https://www.sharesansar.com/newsdetail/sebon-approves-100-right-share-of-jyoti-35-right-share-of-sahayogi-vikas-bank
2017-03-30,SEBON approves to issue 50% Right Share of First Microfinance; Jyoti & Purnima Bikas Bank’s 100% & 25% Right Share respectively added in pipeline,https://www.sharesansar.com/newsdetail/sebon-approves-to-issue-50-right-share-of-first-microfinance-jyoti-purnima-bikas-banks-100-25-right-share-respectively-added-in-pipeline
2017-03-29,Jyoti & Raptibheri Bikas Bank sign MOU for acquisition; Raptibheri trading suspended in NEPSE,https://www.sharesansar.com/newsdetail/jyoti-raptibheri-bikas-bank-sign-mou-for-acquisition-raptibheri-trading-suspended-in-nepse
2017-02-01,Jyoti Bikas Bank reports 67% rise in net profit; EPS at Rs 24.58,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-reports-67-rise-in-net-profit-eps-at-rs-24-58
2017-01-12,Jyoti Bikas Bank’s 9th AGM today; to endorse 11.70% bonus & 100% right share,https://www.sharesansar.com/newsdetail/jyoti-bikas-banks-9th-agm-today-to-endorse-11-70-bonus-100-right-share
2016-12-28,Last day to secure dividends & right shares of 5 companies,https://www.sharesansar.com/newsdetail/last-day-to-secure-dividends-right-shares-of-5-companies
2016-12-18,Jyoti Bikas Bank 9th AGM on Poush 28; to endorse 11.70% bonus & 100% right share,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-9th-agm-on-poush-28-to-endorse-11-70-bonus-100-right-share
2016-10-21,Jyoti Bikas Bank announces 11.7% bonus & 100% right share; paid up capital to reach Rs 2.06 arba,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-announces-11-7-bonus-100-right-share-paid-up-capital-to-reach-rs-2-06-arba
2016-09-27,Jyoti Bikas Bank trading resumes from today; Successful merger with Jhimruk Bikas Bank,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-trading-resumes-from-today-successful-merger-with-jhimruk-bikas-bank
2016-09-07,Separate consortiums to finance two hydropower projects,https://www.sharesansar.com/newsdetail/separate-consortiums-to-finance-two-hydropower-projects
2016-08-15,"Last day to bid 3,889 units’ promoter right share of Jhimruk Bikas bank",https://www.sharesansar.com/newsdetail/last-day-to-bid-3889-units-promoter-right-share-of-jhimruk-bikas-bank
2016-08-08,"Jhimruk Bikas Bank auctioning 3,889 unit promoter right shares at Rs 100 & above from today",https://www.sharesansar.com/newsdetail/jhimruk-bikas-bank-auctioning-3889-unit-promoter-right-shares-at-rs-100-above-from-today
2016-08-07,Hamro Bikas Bank trading resumes from today; merger cancelled with Jyoti & Jhimruk Bikas Bank,https://www.sharesansar.com/newsdetail/hamro-bikas-bank-trading-resumes-from-today-merger-cancelled-with-jyoti-jhimruk-bikas-bank
2016-07-25,Jyoti Bikash Bank celebrates 8th anniversary,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-celebrates-8th-anniversary
2016-07-05,"Jhimruk Bikas Bank auction concludes; cut off price for 4,089 units auctioned ordinary shares stood at Rs. 327",https://www.sharesansar.com/newsdetail/jhimruk-bikas-bank-auction-concludes-cut-off-price-for-4089-units-auctioned-ordinary-shares-stood-at-rs-327
2016-06-19,Kumari Bank & 5 other companies’ listed 43.81 lakh units bonus shares in NEPSE,https://www.sharesansar.com/newsdetail/kumari-bank-5-other-companies-listed-43-81-lakh-units-bonus-shares-in-nepse
2016-05-13,"Hamro, Jyoti & Jhimruk Bikash Bank separate SGM today; to endorse merger process with each other",https://www.sharesansar.com/newsdetail/hamro-jyoti-jhimruk-bikash-bank-separate-sgm-today-to-endorse-merger-process-with-each-other
2016-05-10,"Jyoti, Hamro & Jhimruk Bikash Bank reports astounding profit rises by 40.56%, 71.17% & 38.77% respectively in Q3; trading halted due to merger process",https://www.sharesansar.com/newsdetail/jyoti-hamro-jhimruk-bikash-bank-reports-astounding-profit-rises-by-40-56-71-17-38-77-respectively-in-q3-trading-halted-due-to-merger-process
2016-05-02,Jyoti Bikash Bank to distribute 9% bonus share certificate from today,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-to-distribute-9-bonus-share-certificate-from-today
2016-04-26,"Hamro, Jyoti & Jhimruk Bikash Bank separate SGM on Baisakh 31; to endorse merger process with each other",https://www.sharesansar.com/newsdetail/hamro-jyoti-jhimruk-bikash-bank-separate-sgm-on-baisakh-31-to-endorse-merger-process-with-each-other
2015-11-29,Jyoti Bikas Bank and Hamro Bikas Bank signs agreement for merger,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-and-hamro-bikas-bank-sign-agreement-for-merger
2015-11-08,Jyoti Bikas Bank 8th AGM today; to endorse 9% stock dividend,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-8th-agm-today-to-endorse-9-stock-dividend
2015-10-19,Garima & Jyoti Bikas Bank to sell its promoter shares,https://www.sharesansar.com/newsdetail/garima-jyoti-bikas-bank-to-sell-its-promoter-shares
2015-10-18,Last day to clinch Jyoti Bikas Bank 9% stock dividend; Book Closure tomorrow,https://www.sharesansar.com/newsdetail/last-day-to-clinch-jyoti-bikas-bank-9-stock-dividend-book-closure-tomorrow
2015-10-16,Jyoti Bikas Bank 8th AGM on Kartik 22; to endorse 9% stock dividend,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-8th-agm-on-kartik-22-to-endorse-9-stock-dividend
2015-10-15,"Four companies’ 18, 98,855 units of bonus & right shares gets listed",https://www.sharesansar.com/newsdetail/four-companies-18-98855-units-of-bonus-right-shares-gets-listed
2015-10-05,Jyoti Bikas Bank announces 9% stock dividend; Last year’s Bonus share to be listed soon,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-announces-9-stock-dividend-last-years-bonus-share-to-be-listed-soon
2015-08-23,Technical Call: Jyoti Bikas Bank Ltd.,https://www.sharesansar.com/newsdetail/technical-call-jyoti-bikas-bank-ltd
2015-08-05,Jyoti Bikas net profit upswings by 55.28 % in Q4; NPA dropped to 2.08%,https://www.sharesansar.com/newsdetail/jyoti-bikas-net-profit-upswings-by-55-28-in-q4-npa-dropped-to-2-08
2015-06-07,Appointment of Board Members in Jyoti Bikas Bank Limited,https://www.sharesansar.com/newsdetail/appointment-of-board-members-in-jyoti-bikas-bank-limited
2015-05-11,Jyoti Bikash Bank supports quake victims,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-supports-quake-victims
