Date,Open,High,Low,Close,Volume
11/7/2012,475.15,475.15,475.15,475.15,475
11/8/2012,482.5,482.5,482.5,482.5,483
11/11/2012,475.49,475.49,475.49,475.49,475
11/12/2012,480.84,480.84,480.84,480.84,481
11/18/2012,492.8,492.8,492.8,492.8,493
11/20/2012,501.51,501.51,501.51,501.51,502
11/21/2012,499.31,499.31,499.31,499.31,499
11/22/2012,497.07,497.07,497.07,497.07,497
11/25/2012,497.36,497.36,497.36,497.36,497
11/26/2012,494.85,494.85,494.85,494.85,495
11/27/2012,493.16,493.16,493.16,493.16,493
11/28/2012,492.83,492.83,492.83,492.83,493
11/29/2012,488.98,488.98,488.98,488.98,489
12/2/2012,483.8,483.8,483.8,483.8,484
12/3/2012,481.93,481.93,481.93,481.93,482
12/4/2012,490.36,490.36,490.36,490.36,490
12/5/2012,499.77,499.77,499.77,499.77,500
12/6/2012,497.67,497.67,497.67,497.67,498
12/9/2012,488.01,488.01,488.01,488.01,488
12/10/2012,487.8,487.8,487.8,487.8,488
12/11/2012,488.9,488.9,488.9,488.9,489
12/12/2012,492.98,492.98,492.98,492.98,493
12/13/2012,496.92,496.92,496.92,496.92,497
12/16/2012,509.03,509.03,509.03,509.03,509
12/17/2012,513.32,513.32,513.32,513.32,513
12/18/2012,510.24,510.24,510.24,510.24,510
12/19/2012,513.85,513.85,513.85,513.85,514
12/20/2012,517.87,517.87,517.87,517.87,518
12/23/2012,519.64,519.64,519.64,519.64,520
12/24/2012,525.67,525.67,525.67,525.67,526
12/26/2012,536.51,536.51,536.51,536.51,537
12/27/2012,541.1,541.1,541.1,541.1,541
12/31/2012,534.13,534.13,534.13,534.13,534
1/1/2013,530.79,530.79,530.79,530.79,531
1/2/2013,531.9,531.9,531.9,531.9,532
1/3/2013,533.59,533.59,533.59,533.59,534
1/6/2013,531.77,531.77,531.77,531.77,532
1/7/2013,529.28,529.28,529.28,529.28,529
1/8/2013,528.86,528.86,528.86,528.86,529
1/9/2013,525.46,525.46,525.46,525.46,525
1/10/2013,528.93,528.93,528.93,528.93,529
1/13/2013,529.84,529.84,529.84,529.84,530
1/15/2013,530.24,530.24,530.24,530.24,530
1/16/2013,528.13,528.13,528.13,528.13,528
1/17/2013,520.91,520.91,520.91,520.91,521
1/20/2013,508.36,508.36,508.36,508.36,508
1/21/2013,518.27,518.27,518.27,518.27,518
1/22/2013,522.63,522.63,522.63,522.63,523
1/23/2013,517.19,517.19,517.19,517.19,517
1/24/2013,514.31,514.31,514.31,514.31,514
1/27/2013,514.49,514.49,514.49,514.49,514
1/28/2013,514.47,514.47,514.47,514.47,514
1/30/2013,511.92,511.92,511.92,511.92,512
1/31/2013,510.88,510.88,510.88,510.88,511
2/3/2013,515.97,515.97,515.97,515.97,516
2/4/2013,516.51,516.51,516.51,516.51,517
2/5/2013,515.33,515.33,515.33,515.33,515
2/6/2013,513.19,513.19,513.19,513.19,513
2/7/2013,512.62,512.62,512.62,512.62,513
2/10/2013,514.77,514.77,514.77,514.77,515
2/12/2013,532.92,532.92,532.92,532.92,533
2/13/2013,527.01,527.01,527.01,527.01,527
2/14/2013,530.2,530.2,530.2,530.2,530
2/17/2013,555.93,555.93,555.93,555.93,556
2/19/2013,548.92,548.92,548.92,548.92,549
2/20/2013,539.28,539.28,539.28,539.28,539
2/21/2013,544.09,544.09,544.09,544.09,544
2/24/2013,538.51,538.51,538.51,538.51,539
2/25/2013,544.24,544.24,544.24,544.24,544
2/26/2013,545.54,545.54,545.54,545.54,546
2/27/2013,540.27,540.27,540.27,540.27,540
2/28/2013,542.44,542.44,542.44,542.44,542
3/3/2013,541.5,541.5,541.5,541.5,542
3/4/2013,541.19,541.19,541.19,541.19,541
3/5/2013,538.45,538.45,538.45,538.45,538
3/6/2013,540.94,540.94,540.94,540.94,541
3/7/2013,539.26,539.26,539.26,539.26,539
3/11/2013,539.64,539.64,539.64,539.64,540
3/13/2013,546.14,546.14,546.14,546.14,546
3/14/2013,548.4,548.4,548.4,548.4,548
3/17/2013,535.21,535.21,535.21,535.21,535
3/18/2013,530.57,530.57,530.57,530.57,531
3/19/2013,532.12,532.12,532.12,532.12,532
3/20/2013,528.37,528.37,528.37,528.37,528
3/21/2013,527.98,527.98,527.98,527.98,528
3/24/2013,519.67,519.67,519.67,519.67,520
3/25/2013,522.04,522.04,522.04,522.04,522
3/27/2013,520.71,520.71,520.71,520.71,521
3/28/2013,518.77,518.77,518.77,518.77,519
3/31/2013,511.45,511.45,511.45,511.45,511
4/1/2013,513.7,513.7,513.7,513.7,514
4/2/2013,519,519,519,519,519
4/3/2013,517.99,517.99,517.99,517.99,518
4/4/2013,513.28,513.28,513.28,513.28,513
4/7/2013,516.02,516.02,516.02,516.02,516
4/8/2013,514.9,514.9,514.9,514.9,515
4/9/2013,519.25,519.25,519.25,519.25,519
4/11/2013,523.41,523.41,523.41,523.41,523
4/15/2013,521.42,521.42,521.42,521.42,521
4/16/2013,520.69,520.69,520.69,520.69,521
4/17/2013,519.26,519.26,519.26,519.26,519
4/18/2013,519.06,519.06,519.06,519.06,519
4/21/2013,513.68,513.68,513.68,513.68,514
4/22/2013,504.2,504.2,504.2,504.2,504
4/23/2013,509.08,509.08,509.08,509.08,509
4/25/2013,508.36,508.36,508.36,508.36,508
4/28/2013,505.04,505.04,505.04,505.04,505
4/29/2013,502.38,502.38,502.38,502.38,502
4/30/2013,500.76,500.76,500.76,500.76,501
5/2/2013,492.84,492.84,492.84,492.84,493
5/5/2013,487.94,487.94,487.94,487.94,488
5/6/2013,481.93,481.93,481.93,481.93,482
5/7/2013,490.43,490.43,490.43,490.43,490
5/8/2013,486.36,486.36,486.36,486.36,486
5/9/2013,486.28,486.28,486.28,486.28,486
5/12/2013,483.41,483.41,483.41,483.41,483
5/13/2013,488.73,488.73,488.73,488.73,489
5/14/2013,490.58,490.58,490.58,490.58,491
5/15/2013,494.49,494.49,494.49,494.49,494
5/16/2013,499.99,499.99,499.99,499.99,500
5/19/2013,497.81,497.81,497.81,497.81,498
5/20/2013,497.46,497.46,497.46,497.46,497
5/21/2013,500.23,500.23,500.23,500.23,500
5/22/2013,498.78,498.78,498.78,498.78,499
5/23/2013,496.88,496.88,496.88,496.88,497
5/26/2013,499.02,499.02,499.02,499.02,499
5/27/2013,503.65,503.65,503.65,503.65,504
5/28/2013,500.76,500.76,500.76,500.76,501
5/30/2013,500.15,500.15,500.15,500.15,500
6/2/2013,496.75,496.75,496.75,496.75,497
6/3/2013,498.81,498.81,498.81,498.81,499
6/4/2013,498.46,498.46,498.46,498.46,498
6/5/2013,498.24,498.24,498.24,498.24,498
6/6/2013,498.35,498.35,498.35,498.35,498
6/9/2013,497.39,497.39,497.39,497.39,497
6/10/2013,495.8,495.8,495.8,495.8,496
6/11/2013,495.54,495.54,495.54,495.54,496
6/12/2013,495.34,495.34,495.34,495.34,495
6/13/2013,494.34,494.34,494.34,494.34,494
6/16/2013,494.91,494.91,494.91,494.91,495
6/17/2013,493.37,493.37,493.37,493.37,493
6/18/2013,491.01,491.01,491.01,491.01,491
6/19/2013,489.98,489.98,489.98,489.98,490
6/20/2013,488.45,488.45,488.45,488.45,488
6/23/2013,487.53,487.53,487.53,487.53,488
6/24/2013,488.93,488.93,488.93,488.93,489
6/25/2013,493.89,493.89,493.89,493.89,494
6/26/2013,498.04,498.04,498.04,498.04,498
6/27/2013,495.54,495.54,495.54,495.54,496
6/30/2013,493.13,493.13,493.13,493.13,493
7/1/2013,494.3,494.3,494.3,494.3,494
7/2/2013,494.28,494.28,494.28,494.28,494
7/3/2013,494.37,494.37,494.37,494.37,494
7/4/2013,493.63,493.63,493.63,493.63,494
7/7/2013,494.39,494.39,494.39,494.39,494
7/8/2013,500.93,500.93,500.93,500.93,501
7/9/2013,505.61,505.61,505.61,505.61,506
7/10/2013,505.32,505.32,505.32,505.32,505
7/11/2013,506.45,506.45,506.45,506.45,506
7/14/2013,511.07,511.07,511.07,511.07,511
7/15/2013,518.27,518.27,518.27,518.27,518
7/16/2013,509.3,509.3,509.3,509.3,509
7/17/2013,511.61,511.61,511.61,511.61,512
7/18/2013,521.53,521.53,521.53,521.53,522
7/21/2013,535.72,535.72,535.72,535.72,536
7/22/2013,532.89,532.89,532.89,532.89,533
7/23/2013,532.97,532.97,532.97,532.97,533
7/24/2013,529.67,529.67,529.67,529.67,530
7/25/2013,529.07,529.07,529.07,529.07,529
7/28/2013,534.22,534.22,534.22,534.22,534
7/29/2013,539.05,539.05,539.05,539.05,539
7/30/2013,545.97,545.97,545.97,545.97,546
7/31/2013,547.61,547.61,547.61,547.61,548
8/1/2013,546.83,546.83,546.83,546.83,547
8/4/2013,546.55,546.55,546.55,546.55,547
8/5/2013,540.87,540.87,540.87,540.87,541
8/6/2013,542.84,542.84,542.84,542.84,543
8/7/2013,542.35,542.35,542.35,542.35,542
8/8/2013,542.63,542.63,542.63,542.63,543
8/11/2013,539.4,539.4,539.4,539.4,539
8/12/2013,538.52,538.52,538.52,538.52,539
8/13/2013,538.33,538.33,538.33,538.33,538
8/14/2013,537.08,537.08,537.08,537.08,537
8/15/2013,536.38,536.38,536.38,536.38,536
8/18/2013,540.47,540.47,540.47,540.47,540
8/19/2013,543.72,543.72,543.72,543.72,544
8/20/2013,548.32,548.32,548.32,548.32,548
8/25/2013,548.03,548.03,548.03,548.03,548
8/26/2013,546.67,546.67,546.67,546.67,547
8/27/2013,552.17,552.17,552.17,552.17,552
8/29/2013,551.37,551.37,551.37,551.37,551
9/1/2013,551.55,551.55,551.55,551.55,552
9/2/2013,550.29,550.29,550.29,550.29,550
9/3/2013,548.17,548.17,548.17,548.17,548
9/4/2013,545.5,545.5,545.5,545.5,546
9/5/2013,546.49,546.49,546.49,546.49,546
9/8/2013,552.01,552.01,552.01,552.01,552
9/9/2013,552.34,552.34,552.34,552.34,552
9/10/2013,547.6,547.6,547.6,547.6,548
9/11/2013,548.46,548.46,548.46,548.46,548
9/12/2013,549.82,549.82,549.82,549.82,550
9/15/2013,550,550,550,550,550
9/16/2013,552,552,552,552,552
9/17/2013,551.95,551.95,551.95,551.95,552
9/19/2013,548.98,548.98,548.98,548.98,549
9/22/2013,541.51,541.51,541.51,541.51,542
9/23/2013,538.31,538.31,538.31,538.31,538
9/24/2013,541.95,541.95,541.95,541.95,542
9/25/2013,543.35,543.35,543.35,543.35,543
9/26/2013,541.7,541.7,541.7,541.7,542
9/29/2013,541.86,541.86,541.86,541.86,542
9/30/2013,542,542,542,542,542
10/1/2013,541.88,541.88,541.88,541.88,542
10/2/2013,543.41,543.41,543.41,543.41,543
10/3/2013,545.47,545.47,545.47,545.47,545
10/6/2013,551.66,551.66,551.66,551.66,552
10/7/2013,555.66,555.66,555.66,555.66,556
10/8/2013,556.78,556.78,556.78,556.78,557
10/9/2013,560.47,560.47,560.47,560.47,560
10/10/2013,566.99,566.99,566.99,566.99,567
10/17/2013,571.8,571.8,571.8,571.8,572
10/20/2013,584.07,584.07,584.07,584.07,584
10/21/2013,587.92,587.92,587.92,587.92,588
10/22/2013,581.79,581.79,581.79,581.79,582
10/23/2013,580.55,580.55,580.55,580.55,581
10/24/2013,579.61,579.61,579.61,579.61,580
10/27/2013,577.77,577.77,577.77,577.77,578
10/28/2013,575.41,575.41,575.41,575.41,575
10/29/2013,575.62,575.62,575.62,575.62,576
10/30/2013,578.68,578.68,578.68,578.68,579
10/31/2013,579.41,579.41,579.41,579.41,579
11/6/2013,579.24,579.24,579.24,579.24,579
11/7/2013,579.45,579.45,579.45,579.45,579
11/10/2013,580.45,580.45,580.45,580.45,580
11/11/2013,591.22,591.22,591.22,591.22,591
11/12/2013,598.04,598.04,598.04,598.04,598
11/13/2013,600.07,600.07,600.07,600.07,600
11/14/2013,600.42,600.42,600.42,600.42,600
11/21/2013,634.3,634.3,634.3,634.3,634
11/24/2013,656.75,656.75,656.75,656.75,657
11/25/2013,647.99,647.99,647.99,647.99,648
11/26/2013,649.12,649.12,649.12,649.12,649
11/27/2013,647.18,647.18,647.18,647.18,647
11/28/2013,643.95,643.95,643.95,643.95,644
12/1/2013,651.98,651.98,651.98,651.98,652
12/2/2013,661.8,661.8,661.8,661.8,662
12/3/2013,677.8,677.8,677.8,677.8,678
12/4/2013,700.8,700.8,700.8,700.8,701
12/5/2013,707.41,707.41,707.41,707.41,707
12/8/2013,702.49,702.49,702.49,702.49,702
12/9/2013,704.16,704.16,704.16,704.16,704
12/10/2013,699.84,699.84,699.84,699.84,700
12/11/2013,710.75,710.75,710.75,710.75,711
12/12/2013,713.92,713.92,713.92,713.92,714
12/15/2013,733.25,733.25,733.25,733.25,733
12/16/2013,771.2,771.2,771.2,771.2,771
12/18/2013,806.82,806.82,806.82,806.82,0
12/19/2013,801.28,801.28,801.28,801.28,0
12/22/2013,795.19,795.19,795.19,795.19,0
12/23/2013,768.72,768.72,768.72,768.72,0
12/24/2013,777.58,777.58,777.58,777.58,0
12/26/2013,787.36,787.36,787.36,787.36,0
12/29/2013,779.73,779.73,779.73,779.73,0
12/31/2013,770.85,770.85,770.85,770.85,0
1/1/2014,752.85,752.85,752.85,752.85,0
1/2/2014,763.76,763.76,763.76,763.76,0
1/5/2014,758.48,758.48,758.48,758.48,0
1/6/2014,757.25,757.25,757.25,757.25,0
1/7/2014,761.52,761.52,761.52,761.52,0
1/8/2014,771.7,771.7,771.7,771.7,0
1/9/2014,772.76,772.76,772.76,772.76,0
1/12/2014,782.2,782.2,782.2,782.2,0
1/13/2014,782.37,782.37,782.37,782.37,0
1/14/2014,787.34,787.34,787.34,787.34,0
1/16/2014,794.64,794.64,794.64,794.64,0
1/19/2014,795.26,795.26,795.26,795.26,0
1/20/2014,790.32,790.32,790.32,790.32,0
1/21/2014,788.03,788.03,788.03,788.03,0
1/22/2014,783.64,783.64,783.64,783.64,0
1/23/2014,785.7,785.7,785.7,785.7,0
1/26/2014,783.68,783.68,783.68,783.68,0
1/27/2014,780.47,780.47,780.47,780.47,0
1/28/2014,782.37,782.37,782.37,782.37,0
1/29/2014,781.43,781.43,781.43,781.43,0
2/2/2014,775.92,775.92,775.92,775.92,0
2/3/2014,769.51,769.51,769.51,769.51,0
2/4/2014,774.91,774.91,774.91,774.91,0
2/5/2014,781.38,781.38,781.38,781.38,0
2/6/2014,785.78,785.78,785.78,785.78,0
2/9/2014,784,784,784,784,0
2/10/2014,803.13,803.13,803.13,803.13,0
2/11/2014,796.55,796.55,796.55,796.55,0
2/12/2014,798.33,798.33,798.33,798.33,0
2/13/2014,803.1,803.1,803.1,803.1,0
2/16/2014,801.32,801.32,801.32,801.32,0
2/17/2014,803.73,803.73,803.73,803.73,0
2/18/2014,814.56,814.56,814.56,814.56,0
2/20/2014,822.67,822.67,822.67,822.67,0
2/23/2014,831.86,831.86,831.86,831.86,0
2/24/2014,829.89,829.89,829.89,829.89,0
2/25/2014,829.44,829.44,829.44,829.44,0
2/26/2014,825.7,825.7,825.7,825.7,0
3/3/2014,811.04,811.04,811.04,811.04,0
3/4/2014,800.05,800.05,800.05,800.05,0
3/5/2014,810.47,810.47,810.47,810.47,0
3/6/2014,805.65,805.65,805.65,805.65,0
3/9/2014,796.5,796.5,796.5,796.5,0
3/10/2014,793.57,793.57,793.57,793.57,0
3/11/2014,787.99,787.99,787.99,787.99,0
3/12/2014,780.51,780.51,780.51,780.51,0
3/13/2014,783.08,783.08,783.08,783.08,0
3/17/2014,768.54,768.54,768.54,768.54,0
3/18/2014,754.99,754.99,754.99,754.99,0
3/19/2014,764.91,764.91,764.91,764.91,0
3/20/2014,775.28,775.28,775.28,775.28,0
3/23/2014,774.76,774.76,774.76,774.76,0
3/24/2014,782.76,782.76,782.76,782.76,0
3/25/2014,780.49,780.49,780.49,780.49,0
3/26/2014,781.02,781.02,781.02,781.02,0
3/27/2014,783.15,783.15,783.15,783.15,0
3/31/2014,792.19,792.19,792.19,792.19,0
4/1/2014,800.99,800.99,800.99,800.99,0
4/2/2014,802.96,802.96,802.96,802.96,0
4/3/2014,800.58,800.58,800.58,800.58,0
4/6/2014,797.35,797.35,797.35,797.35,0
4/7/2014,795.93,795.93,795.93,795.93,0
4/9/2014,801.72,801.72,801.72,801.72,0
4/10/2014,811.34,811.34,811.34,811.34,0
4/13/2014,817.65,817.65,817.65,817.65,0
4/15/2014,818.58,818.58,818.58,818.58,0
4/16/2014,810.78,810.78,810.78,810.78,0
4/17/2014,811.12,811.12,811.12,811.12,0
4/20/2014,808.45,808.45,808.45,808.45,0
4/21/2014,808.09,808.09,808.09,808.09,0
4/22/2014,815.46,815.46,815.46,815.46,0
4/23/2014,820.38,820.38,820.38,820.38,0
4/27/2014,817.65,817.65,817.65,817.65,0
4/28/2014,814.16,814.16,814.16,814.16,0
4/29/2014,816.25,816.25,816.25,816.25,0
4/30/2014,823.24,823.24,823.24,823.24,0
5/4/2014,830.71,830.71,830.71,830.71,0
5/5/2014,846.78,846.78,846.78,846.78,0
5/6/2014,861.5,861.5,861.5,861.5,0
5/7/2014,866.25,866.25,866.25,866.25,0
5/8/2014,856.76,856.76,856.76,856.76,0
5/11/2014,849.63,849.63,849.63,849.63,0
5/12/2014,852.68,852.68,852.68,852.68,0
5/13/2014,852.06,852.06,852.06,852.06,0
5/18/2014,849.67,849.67,849.67,849.67,0
5/19/2014,844.49,844.49,844.49,844.49,0
5/20/2014,844.42,844.42,844.42,844.42,0
5/21/2014,848.47,848.47,848.47,848.47,0
5/22/2014,852.06,852.06,852.06,852.06,0
5/25/2014,861.47,861.47,861.47,861.47,0
5/26/2014,860.6,860.6,860.6,860.6,0
5/27/2014,856.52,856.52,856.52,856.52,0
5/28/2014,866.57,866.57,866.57,866.57,0
6/1/2014,869.18,869.18,869.18,869.18,0
6/2/2014,880.17,880.17,880.17,880.17,0
6/3/2014,885.63,885.63,885.63,885.63,0
6/4/2014,882.94,882.94,882.94,882.94,0
6/5/2014,879.33,879.33,879.33,879.33,0
6/8/2014,883.21,883.21,883.21,883.21,0
6/9/2014,885.21,885.21,885.21,885.21,0
6/10/2014,895.02,895.02,895.02,895.02,0
6/11/2014,899.53,899.53,899.53,899.53,0
6/12/2014,902.41,902.41,902.41,902.41,0
6/15/2014,927.56,927.56,927.56,927.56,0
6/16/2014,937.99,937.99,937.99,937.99,0
6/17/2014,938.41,938.41,938.41,938.41,0
6/18/2014,932.3,932.3,932.3,932.3,0
6/19/2014,926.5,926.5,926.5,926.5,0
6/23/2014,917.58,917.58,917.58,917.58,0
6/24/2014,923.55,923.55,923.55,923.55,0
6/25/2014,930.55,930.55,930.55,930.55,0
6/26/2014,936.31,936.31,936.31,936.31,0
6/29/2014,943.48,943.48,943.48,943.48,0
6/30/2014,943.18,943.18,943.18,943.18,0
7/1/2014,956.6,956.6,956.6,956.6,0
7/2/2014,972.48,972.48,972.48,972.48,0
7/3/2014,971.36,971.36,971.36,971.36,0
7/6/2014,986.34,986.34,986.34,986.34,0
7/7/2014,993.24,993.24,993.24,993.24,0
7/8/2014,1014.67,1014.67,1014.67,1014.67,0
7/9/2014,1016.5,1016.5,1016.5,1016.5,0
7/10/2014,1021.46,1021.46,1021.46,1021.46,0
7/13/2014,1036.98,1036.98,1036.98,1036.98,0
7/14/2014,1028.94,1028.94,1028.94,1028.94,0
7/15/2014,1025.69,1025.69,1025.69,1025.69,0
7/16/2014,1036.11,1036.11,1036.11,1036.11,0
7/17/2014,1045.89,1045.89,1045.89,1045.89,0
7/18/2014,1046.94,1046.94,1046.94,1046.94,0
7/20/2014,1074.97,1074.97,1074.97,1074.97,0
7/21/2014,1083.55,1083.55,1083.55,1083.55,0
7/22/2014,1077.65,1077.65,1077.65,1077.65,0
7/23/2014,1079.86,1079.86,1079.86,1079.86,0
7/24/2014,1079.09,1079.09,1079.09,1079.09,0
7/27/2014,1073.93,1073.93,1073.93,1073.93,0
7/28/2014,1072.82,1072.82,1072.82,1072.82,0
7/30/2014,1062.44,1062.44,1062.44,1062.44,0
7/31/2014,1066.09,1066.09,1066.09,1066.09,0
8/3/2014,1056.43,1056.43,1056.43,1056.43,0
8/4/2014,1039.03,1039.03,1039.03,1039.03,0
8/5/2014,1044.74,1044.74,1044.74,1044.74,0
8/6/2014,1041.22,1041.22,1041.22,1041.22,0
8/7/2014,1040.42,1040.42,1040.42,1040.42,0
8/12/2014,1021.86,1021.86,1021.86,1021.86,0
8/13/2014,1026.21,1026.21,1026.21,1026.21,0
8/14/2014,1034.39,1034.39,1034.39,1034.39,0
8/18/2014,1013.25,1013.25,1013.25,1013.25,0
8/19/2014,1013.62,1013.62,1013.62,1013.62,0
8/20/2014,995.71,995.71,995.71,995.71,0
8/21/2014,998.13,998.13,998.13,998.13,0
8/24/2014,985.45,985.45,985.45,985.45,0
8/25/2014,947.84,947.84,947.84,947.84,0
8/26/2014,921.86,921.86,921.86,921.86,0
8/27/2014,960.43,960.43,960.43,960.43,0
8/28/2014,972.17,972.17,972.17,972.17,0
8/31/2014,952.6,952.6,952.6,952.6,0
9/1/2014,946.6,946.6,946.6,946.6,0
9/3/2014,933.96,933.96,933.96,933.96,0
9/4/2014,921.69,921.69,921.69,921.69,0
9/7/2014,875.56,875.56,875.56,875.56,0
9/9/2014,920.06,920.06,920.06,920.06,0
9/10/2014,910.62,910.62,910.62,910.62,0
9/11/2014,910.65,910.65,910.65,910.65,0
9/14/2014,902.15,902.15,902.15,902.15,0
9/15/2014,909.39,909.39,909.39,909.39,0
9/16/2014,919.88,919.88,919.88,919.88,0
9/17/2014,913.42,913.42,913.42,913.42,0
9/18/2014,899.89,899.89,899.89,899.89,0
9/19/2014,883.51,883.51,883.51,883.51,0
9/22/2014,881.87,881.87,881.87,881.87,0
9/23/2014,896.01,896.01,896.01,896.01,0
9/24/2014,912.32,912.32,912.32,912.32,0
9/28/2014,916.63,916.63,916.63,916.63,0
9/29/2014,937.31,937.31,937.31,937.31,0
9/30/2014,937.99,937.99,937.99,937.99,0
10/8/2014,925.21,925.21,925.21,925.21,0
10/9/2014,921.88,921.88,921.88,921.88,0
10/12/2014,915.04,915.04,915.04,915.04,0
10/13/2014,908.83,908.83,908.83,908.83,0
10/14/2014,911.84,911.84,911.84,911.84,0
10/15/2014,923.12,923.12,923.12,923.12,0
10/16/2014,923.59,923.59,923.59,923.59,0
10/19/2014,925.85,925.85,925.85,925.85,0
10/20/2014,925.5,925.5,925.5,925.5,0
10/21/2014,924.34,924.34,924.34,924.34,0
10/22/2014,928.99,928.99,928.99,928.99,0
10/26/2014,930.33,930.33,930.33,930.33,0
10/27/2014,935.01,935.01,935.01,935.01,0
10/28/2014,934.13,934.13,934.13,934.13,0
10/30/2014,930.21,930.21,930.21,930.21,0
11/2/2014,921.3,921.3,921.3,921.3,0
11/3/2014,904.03,904.03,904.03,904.03,0
11/4/2014,897.46,897.46,897.46,897.46,0
11/5/2014,904.67,904.67,904.67,904.67,0
11/6/2014,904.92,904.92,904.92,904.92,0
11/9/2014,895.41,895.41,895.41,895.41,0
11/10/2014,884.74,884.74,884.74,884.74,0
11/11/2014,892.52,892.52,892.52,892.52,0
11/12/2014,884.35,884.35,884.35,884.35,0
11/13/2014,881.04,881.04,881.04,881.04,0
11/16/2014,866.16,866.16,866.16,866.16,0
11/17/2014,848.18,848.18,848.18,848.18,0
11/18/2014,844.06,844.06,844.06,844.06,0
11/19/2014,853.95,853.95,853.95,853.95,0
11/20/2014,862.5,862.5,862.5,862.5,0
11/23/2014,869.15,869.15,869.15,869.15,0
11/24/2014,864.31,864.31,864.31,864.31,0
11/25/2014,863.01,863.01,863.01,863.01,0
11/30/2014,856.88,856.88,856.88,856.88,0
12/1/2014,851.43,851.43,851.43,851.43,0
12/2/2014,846.41,846.41,846.41,846.41,0
12/3/2014,850.16,850.16,850.16,850.16,0
12/4/2014,853.76,853.76,853.76,853.76,0
12/5/2014,850.88,850.88,850.88,850.88,0
12/8/2014,848,848,848,848,0
12/9/2014,848.73,848.73,848.73,848.73,0
12/10/2014,855.51,855.51,855.51,855.51,0
12/11/2014,870.63,870.63,870.63,870.63,0
12/14/2014,910,910,910,910,0
12/15/2014,916,916,916,916,0
12/16/2014,910.2,910.2,910.2,910.2,0
12/17/2014,900.4,900.4,900.4,900.4,0
12/18/2014,903.89,903.89,903.89,903.89,0
12/21/2014,896.61,896.61,896.61,896.61,0
12/22/2014,885.44,885.44,885.44,885.44,0
12/23/2014,877.21,877.21,877.21,877.21,0
12/24/2014,887.8,887.8,887.8,887.8,0
12/28/2014,903.72,903.72,903.72,903.72,0
12/29/2014,907.23,907.23,907.23,907.23,0
12/31/2014,902.33,902.33,902.33,902.33,0
1/1/2015,903.68,903.68,903.68,903.68,0
1/4/2015,917.5,917.5,917.5,917.5,0
1/5/2015,919.77,919.77,919.77,919.77,0
1/6/2015,917.41,917.41,917.41,917.41,0
1/7/2015,924.54,924.54,924.54,924.54,0
1/8/2015,930.97,930.97,930.97,930.97,0
1/11/2015,928.33,928.33,928.33,928.33,0
1/12/2015,927.8,927.8,927.8,927.8,0
1/13/2015,937.48,937.48,937.48,937.48,0
1/14/2015,939.53,939.53,939.53,939.53,0
1/18/2015,945.36,945.36,945.36,945.36,0
1/19/2015,975.45,975.45,975.45,975.45,0
1/20/2015,962.8,962.8,962.8,962.8,0
1/22/2015,959.24,959.24,959.24,959.24,0
1/25/2015,967.19,967.19,967.19,967.19,0
1/26/2015,968.63,968.63,968.63,968.63,0
1/27/2015,975.14,975.14,975.14,975.14,0
1/28/2015,988.07,988.07,988.07,988.07,0
1/29/2015,986.66,986.66,986.66,986.66,0
2/1/2015,991.44,991.44,991.44,991.44,0
2/2/2015,990.76,990.76,990.76,990.76,0
2/3/2015,987.55,987.55,987.55,987.55,0
2/4/2015,987.03,987.03,987.03,987.03,749308
2/5/2015,984.22,984.22,984.22,984.22,622234
2/8/2015,986.02,986.02,986.02,986.02,572024
2/9/2015,980.7,980.7,980.7,980.7,693704
2/10/2015,980.54,980.54,980.54,980.54,543424
2/11/2015,981.01,981.01,981.01,981.01,565285
2/12/2015,984.51,984.51,984.51,984.51,1033874
2/15/2015,989.87,989.87,989.87,989.87,703400
2/16/2015,987.05,987.05,987.05,987.05,824505
2/18/2015,982.65,982.65,982.65,982.65,682164
2/22/2015,971.47,971.47,971.47,971.47,587947
2/23/2015,973.95,973.95,973.95,973.95,673398
2/24/2015,970.77,970.77,970.77,970.77,479399
2/25/2015,970.62,970.62,970.62,970.62,463217
2/26/2015,979.27,979.27,979.27,979.27,645501
3/1/2015,975.67,975.67,975.67,975.67,562014
3/2/2015,984.85,984.85,984.85,984.85,778239
3/3/2015,981.42,981.42,981.42,981.42,710554
3/4/2015,983.49,983.49,983.49,983.49,607027
3/9/2015,988.77,988.77,988.77,988.77,828324
3/10/2015,984.43,984.43,984.43,984.43,700482
3/11/2015,984.06,984.06,984.06,984.06,697908
3/12/2015,978.44,978.44,978.44,978.44,570330
3/15/2015,970.68,970.68,970.68,970.68,294565
3/16/2015,959.14,959.14,959.14,959.14,453475
3/17/2015,963.46,963.46,963.46,963.46,337163
3/18/2015,964.24,964.24,964.24,964.24,545754
3/19/2015,967.62,967.62,967.62,967.62,542241
3/22/2015,964.12,964.12,964.12,964.12,513612
3/23/2015,956.59,956.59,956.59,956.59,394335
3/24/2015,953.84,953.84,953.84,953.84,620055
3/25/2015,951.29,951.29,951.29,951.29,381169
3/26/2015,942.4,942.4,942.4,942.4,526859
3/29/2015,942.3,942.3,942.3,942.3,261620
3/30/2015,939.1,939.1,939.1,939.1,277283
3/31/2015,945.74,945.74,945.74,945.74,541868
4/1/2015,939.54,939.54,939.54,939.54,383837
4/2/2015,940.09,940.09,940.09,940.09,394558
4/5/2015,934.25,934.25,934.25,934.25,589125
4/6/2015,938.12,938.12,938.12,938.12,575549
